,paragraf,inkraftdatum,length
2356,§ 12 Grunderwerbsteuergesetz 1955,1969-08-01,1853.0
2357,§ 17 Grunderwerbsteuergesetz 1955,1969-08-01,526.0
2358,Art. 2 Grunderwerbsteuergesetz 1955,1969-08-01,546.0
2359,§ 2 Haftungsübernahme - Elin-Union AG,1969-07-01,263.0
2360,§ 1 Haftungsübernahme - Österreichische Stickstoffwerke AG,1969-12-06,3232.0
2361,§ 2 Haftungsübernahme - Österreichische Stickstoffwerke AG,1969-12-06,253.0
2362,§ 3 Haftungsübernahme - Österreichische Stickstoffwerke AG,1969-12-06,874.0
2363,§ 1 Haftungsübernahme - Schoeller-Bleckmann Stahlwerke AG,1969-07-01,1991.0
2364,§ 2 Haftungsübernahme - Schoeller-Bleckmann Stahlwerke AG,1969-07-01,260.0
2365,§ 3 Haftungsübernahme - Schoeller-Bleckmann Stahlwerke AG,1969-07-01,71.0
2366,§ 4 Haftungsübernahme - Schoeller-Bleckmann Stahlwerke AG,1969-07-01,97.0
2367,"§ 1 Haftungsübernahme – VOEST, Oesterreichisch-Alpine Montangesellschaft",1969-12-06,372.0
2368,§ 522l Allgemeines Sozialversicherungsgesetz,1970-07-01,743.0
2369,Art. 2 Allgemeines Sozialversicherungsgesetz,1970-01-01,2927.0
2370,Art. 3 Allgemeines Sozialversicherungsgesetz,1970-07-01,2220.0
2371,§ 1 Anmeldegesetz,1970-12-17,685.0
2372,§ 10 Anmeldegesetz,1970-12-17,1032.0
2373,§ 16 Anmeldegesetz,1970-12-17,1192.0
2374,§ 17 Anmeldegesetz,1970-12-17,56.0
2375,Art. 3 Anmeldegesetz,1970-12-17,811.0
2376,§ 1 Arbeitszeitgesetz,1970-01-05,1501.0
2377,§ 2 Arbeitszeitgesetz,1970-01-05,755.0
2378,§ 7 Arbeitszeitgesetz,1970-01-05,2253.0
2379,§ 18 Arbeitszeitgesetz,1970-01-05,1689.0
2380,§ 21 Arbeitszeitgesetz,1970-01-05,512.0
2381,§ 22 Arbeitszeitgesetz,1970-01-05,1464.0
2382,§ 23 Arbeitszeitgesetz,1970-01-05,375.0
2383,§ 30 Arbeitszeitgesetz,1970-01-05,4411.0
2384,§ 31 Arbeitszeitgesetz,1970-01-05,285.0
2385,§ 7 Arzneiwareneinfuhrgesetz,1970-07-01,314.0
2386,Art. 1 § 1 AUA-Finanzierungsgesetz,1970-12-01,314.0
2387,Art. 1 § 2 AUA-Finanzierungsgesetz,1970-12-01,265.0
2388,Art. 1 § 3 AUA-Finanzierungsgesetz,1970-12-01,228.0
2389,Art. 2 § 4 AUA-Finanzierungsgesetz,1970-12-01,4905.0
2390,Art. 3 § 6 AUA-Finanzierungsgesetz,1970-12-01,1062.0
2391,Art. 3 § 7 AUA-Finanzierungsgesetz,1970-12-01,95.0
2392,§ 3 Außerstreitgesetz,1970-12-01,261.0
2393,§ 29 Außerstreitgesetz,1970-12-01,65.0
2394,§ 30 Außerstreitgesetz,1970-12-01,65.0
2395,§ 36 Außerstreitgesetz,1970-12-01,228.0
2396,§ 37 Außerstreitgesetz,1970-12-01,65.0
2397,§ 45 Außerstreitgesetz,1970-07-01,
2398,§ 93 Außerstreitgesetz,1970-12-01,137.0
2399,§ 94 Außerstreitgesetz,1970-12-01,241.0
2400,§ 116 Außerstreitgesetz,1970-12-01,834.0
2401,§ 148 Außerstreitgesetz,1970-12-01,435.0
2402,§ 153 Außerstreitgesetz,1970-12-01,66.0
2403,§ 161 Außerstreitgesetz,1970-07-01,1014.0
2404,§ 270 Außerstreitgesetz,1970-12-01,211.0
2405,Art. 2 § 17 Behinderteneinstellungsgesetz,1970-01-21,444.0
2406,Art. 2 § 20 Behinderteneinstellungsgesetz,1970-01-21,303.0
2407,§ 27 Berufsausbildungsgesetz,1970-01-01,821.0
2408,Anl. 1 Berufsausbildungsgesetz,1970-01-01,11332.0
2409,Anl. 2 Berufsausbildungsgesetz,1970-01-01,7665.0
2410,§ 1 Bodenschätzungsgesetz 1970,1970-08-07,1055.0
2411,§ 2 Bodenschätzungsgesetz 1970,1970-08-07,919.0
2412,§ 3 Bodenschätzungsgesetz 1970,1970-08-07,1308.0
2413,§ 4 Bodenschätzungsgesetz 1970,1970-08-07,3948.0
2414,§ 5 Bodenschätzungsgesetz 1970,1970-08-07,1705.0
2415,§ 6 Bodenschätzungsgesetz 1970,1970-08-07,208.0
2416,§ 7 Bodenschätzungsgesetz 1970,1970-08-07,1168.0
2417,§ 8 Bodenschätzungsgesetz 1970,1970-08-07,1658.0
2418,§ 9 Bodenschätzungsgesetz 1970,1970-08-07,737.0
2419,§ 10 Bodenschätzungsgesetz 1970,1970-08-07,842.0
2420,§ 11 Bodenschätzungsgesetz 1970,1970-08-07,2345.0
2421,§ 12 Bodenschätzungsgesetz 1970,1970-08-07,290.0
2422,§ 13 Bodenschätzungsgesetz 1970,1970-08-07,348.0
2423,§ 14 Bodenschätzungsgesetz 1970,1970-08-07,786.0
2424,§ 15 Bodenschätzungsgesetz 1970,1970-08-07,171.0
2425,§ 16 Bodenschätzungsgesetz 1970,1970-08-07,404.0
2426,§ 17 Bodenschätzungsgesetz 1970,1970-08-07,1862.0
2427,§ 18 Bodenschätzungsgesetz 1970,1970-08-07,443.0
2428,Anl. 1 Bodenschätzungsgesetz 1970,1970-08-07,1731.0
2429,§ 1 Bundes-Sportförderungsgesetz,1970-01-06,1220.0
2430,§ 2 Bundes-Sportförderungsgesetz,1970-01-06,362.0
2431,§ 5 Bundes-Sportförderungsgesetz,1970-01-06,1426.0
2432,§ 7 Bundes-Sportförderungsgesetz,1970-01-06,1195.0
2433,§ 3 Depotgesetz,1970-01-01,1080.0
2434,§ 5 Depotgesetz,1970-01-01,574.0
2435,§ 7 Depotgesetz,1970-01-01,762.0
2436,§ 8 Depotgesetz,1970-01-01,1141.0
2437,§ 9 Depotgesetz,1970-01-01,1038.0
2438,§ 10 Depotgesetz,1970-01-01,800.0
2439,§ 12 Depotgesetz,1970-01-01,261.0
2440,§ 13 Depotgesetz,1970-01-01,1220.0
2441,§ 14 Depotgesetz,1970-01-01,1874.0
2442,§ 15 Depotgesetz,1970-01-01,617.0
2443,§ 16 Depotgesetz,1970-01-01,367.0
2444,§ 18 Depotgesetz,1970-01-01,956.0
2445,§ 19 Depotgesetz,1970-01-01,785.0
2446,§ 20 Depotgesetz,1970-01-01,254.0
2447,§ 21 Depotgesetz,1970-01-01,527.0
2448,§ 22 Depotgesetz,1970-01-01,218.0
2449,§ 27 Depotgesetz,1970-01-01,133.0
2450,§ 28 Depotgesetz,1970-01-01,535.0
2451,§ 29 Depotgesetz,1970-01-01,933.0
2452,Art. 1 Einführungsgesetz zum Strafvollzugsgesetz,1970-01-01,95.0
2453,Art. 2 Einführungsgesetz zum Strafvollzugsgesetz,1970-01-01,112.0
2454,Art. 3 Einführungsgesetz zum Strafvollzugsgesetz,1970-01-01,122.0
2455,Art. 4 Einführungsgesetz zum Strafvollzugsgesetz,1970-01-01,115.0
2456,Art. 5 Einführungsgesetz zum Strafvollzugsgesetz,1970-01-01,109.0
2457,Art. 6 Einführungsgesetz zum Strafvollzugsgesetz,1970-01-01,121.0
2458,Art. 8 Einführungsgesetz zum Strafvollzugsgesetz,1970-01-01,273.0
2459,Art. 1 § 1 Elektrizitätsförderungsgesetz 1969,1970-01-13,1026.0
2460,Art. 1 § 2 Elektrizitätsförderungsgesetz 1969,1970-01-13,1916.0
2461,Art. 1 § 3 Elektrizitätsförderungsgesetz 1969,1970-01-13,1937.0
2462,Art. 1 § 4 Elektrizitätsförderungsgesetz 1969,1970-01-13,628.0
2463,Art. 1 § 5 Elektrizitätsförderungsgesetz 1969,1970-01-13,570.0
2464,Art. 1 § 6 Elektrizitätsförderungsgesetz 1969,1970-01-13,526.0
2465,Art. 1 § 7 Elektrizitätsförderungsgesetz 1969,1970-01-13,3398.0
2466,Art. 2 Elektrizitätsförderungsgesetz 1969,1970-01-13,1756.0
2467,Art. 3 Elektrizitätsförderungsgesetz 1969,1970-01-13,320.0
2468,§ 165b Allgemeines bürgerliches Gesetzbuch,1971-07-01,899.0
2469,§ 165c Allgemeines bürgerliches Gesetzbuch,1971-07-01,314.0
2470,Art. 2 Allgemeines Sozialversicherungsgesetz,1971-01-01,4526.0
2471,Art. 3 Allgemeines Sozialversicherungsgesetz,1971-01-01,2943.0
2472,Art. 1 § 29 Angestelltengesetz,1971-08-01,962.0
2473,§ 1 Anmeldegesetz Polen,1971-07-08,445.0
2474,§ 2 Anmeldegesetz Polen,1971-07-08,561.0
2475,§ 3 Anmeldegesetz Polen,1971-07-08,489.0
2476,§ 4 Anmeldegesetz Polen,1971-07-08,1664.0
2477,§ 5 Anmeldegesetz Polen,1971-07-08,1191.0
2478,§ 6 Anmeldegesetz Polen,1971-07-08,684.0
2479,§ 7 Anmeldegesetz Polen,1971-07-08,1879.0
2480,§ 8 Anmeldegesetz Polen,1971-07-08,802.0
2481,§ 9 Anmeldegesetz Polen,1971-07-08,318.0
2482,§ 10 Anmeldegesetz Polen,1971-07-08,258.0
2483,§ 11 Anmeldegesetz Polen,1971-07-08,217.0
2484,§ 12 Anmeldegesetz Polen,1971-07-08,96.0
2485,§ 15 Bauarbeiter-Schlechtwetterentschädigungsgesetz 1957,1971-01-09,270.0
2486,§ 17 Bauarbeiter-Schlechtwetterentschädigungsgesetz 1957,1971-01-09,201.0
2487,§ 25 Beamten-Kranken- und Unfallversicherungsgesetz,1971-01-01,248.0
2488,Art. 2 Beamten-Kranken- und Unfallversicherungsgesetz,1971-01-01,2227.0
2489,§ 5 Beschußgesetz,1971-07-08,981.0
2490,§ 12 Bewertungsgesetz 1955,1971-05-28,402.0
2491,§ 14 Bewertungsgesetz 1955,1971-05-28,873.0
2492,§ 16 Bewertungsgesetz 1955,1971-05-28,2242.0
2493,§ 17 Bewertungsgesetz 1955,1971-05-28,549.0
2494,§ 25 Bewertungsgesetz 1955,1971-05-28,433.0
2495,§ 28 Bewertungsgesetz 1955,1971-05-28,434.0
2496,§ 37 Bewertungsgesetz 1955,1971-05-28,462.0
2497,§ 45 Bewertungsgesetz 1955,1971-05-28,1286.0
2498,§ 61 Bewertungsgesetz 1955,1971-05-28,907.0
2499,§ 79 Bewertungsgesetz 1955,1971-05-28,1717.0
2500,Art. 2 Bewertungsgesetz 1955,1971-08-04,699.0
2501,Art. 3 Bewertungsgesetz 1955,1971-05-28,1308.0
2502,Anl. 1 Bundeslehrer-Lehrverpflichtungsgesetz,1971-09-01,30505.0
2503,Anl. 3 Bundeslehrer-Lehrverpflichtungsgesetz,1971-09-01,25525.0
2504,§ 2 Bundes-Personalvertretungsgesetz,1971-08-06,967.0
2505,§ 10a Bundes-Personalvertretungsgesetz,1971-08-06,786.0
2506,§ 24 Bundes-Personalvertretungsgesetz,1971-08-06,577.0
2507,§ 28 Bundes-Personalvertretungsgesetz,1971-08-06,535.0
2508,§ 37 Bundes-Personalvertretungsgesetz,1971-08-06,247.0
2509,§ 41a Bundes-Personalvertretungsgesetz,1971-08-06,255.0
2510,§ 41b Bundes-Personalvertretungsgesetz,1971-08-06,104.0
2511,§ 41c Bundes-Personalvertretungsgesetz,1971-08-06,341.0
2512,§ 41d Bundes-Personalvertretungsgesetz,1971-08-06,493.0
2513,Art. 3 Bundes-Personalvertretungsgesetz,1971-08-06,439.0
2514,§ 1 Bundespräsidentenwahlgesetz 1971,1971-02-25,632.0
2515,§ 2 Bundespräsidentenwahlgesetz 1971,1971-02-25,478.0
2516,§ 3 Bundespräsidentenwahlgesetz 1971,1971-02-25,692.0
2517,§ 4 Bundespräsidentenwahlgesetz 1971,1971-02-25,125.0
2518,§ 6 Bundespräsidentenwahlgesetz 1971,1971-02-25,394.0
2519,§ 9 Bundespräsidentenwahlgesetz 1971,1971-02-25,877.0
2520,§ 10 Bundespräsidentenwahlgesetz 1971,1971-02-25,694.0
2521,§ 19 Bundespräsidentenwahlgesetz 1971,1971-02-25,614.0
2522,§ 21 Bundespräsidentenwahlgesetz 1971,1971-02-25,942.0
2523,§ 22 Bundespräsidentenwahlgesetz 1971,1971-02-25,250.0
2524,§ 24 Bundespräsidentenwahlgesetz 1971,1971-02-25,476.0
2525,§ 26 Bundespräsidentenwahlgesetz 1971,1971-02-25,116.0
2526,§ 10 Bundesstraßengesetz 1971,1971-09-01,408.0
2527,§ 11 Bundesstraßengesetz 1971,1971-09-01,357.0
2528,§ 15 Bundesstraßengesetz 1971,1971-09-01,1180.0
2529,§ 16 Bundesstraßengesetz 1971,1971-09-01,845.0
2530,§ 19 Bundesstraßengesetz 1971,1971-09-01,396.0
2531,§ 25 Bundesstraßengesetz 1971,1971-09-01,558.0
2532,§ 29 Bundesstraßengesetz 1971,1971-09-01,271.0
2533,§ 30 Bundesstraßengesetz 1971,1971-09-01,3453.0
2534,§ 31 Bundesstraßengesetz 1971,1971-09-01,802.0
2535,§ 34 Bundesstraßengesetz 1971,1971-09-01,405.0
2536,§ 3 Fernmeldeinvestitionsgesetz,1971-08-14,569.0
2537,§ 3 Finanzierung der Autobahn Innsbruck–Brenner,1971-08-14,4259.0
2538,§ 1 Förderung der Finanzierung von Entwicklungs- und Erneuerungsinvestitionen,1971-12-31,1307.0
2539,§ 2 Förderung der Finanzierung von Entwicklungs- und Erneuerungsinvestitionen,1971-12-31,1734.0
2540,§ 3 Förderung der Finanzierung von Entwicklungs- und Erneuerungsinvestitionen,1971-12-31,2950.0
2541,§ 4 Förderung der Finanzierung von Entwicklungs- und Erneuerungsinvestitionen,1971-12-31,865.0
2542,§ 6 Förderung der Finanzierung von Entwicklungs- und Erneuerungsinvestitionen,1971-12-31,2721.0
2543,§ 7 Förderung der Finanzierung von Entwicklungs- und Erneuerungsinvestitionen,1971-12-31,516.0
2544,§ 8 Förderung der Finanzierung von Entwicklungs- und Erneuerungsinvestitionen,1971-12-31,98.0
2545,§ 1 Forderungsverzicht gegen Arland AG und Zellstoffabrik Rechberg,1971-06-12,811.0
2546,§ 2 Forderungsverzicht gegen Arland AG und Zellstoffabrik Rechberg,1971-06-12,162.0
2547,§ 3 Forderungsverzicht gegen Arland AG und Zellstoffabrik Rechberg,1971-06-12,89.0
2548,§ 4 Forderungsverzicht gegen Arland AG und Zellstoffabrik Rechberg,1971-06-12,157.0
2549,Anl. 1 Forderungsverzicht gegen Arland AG und Zellstoffabrik Rechberg,1971-06-12,4704.0
2550,§ 81 Gehaltsgesetz 1956,1971-08-06,1823.0
2551,Art. 6 Gehaltsgesetz 1956,1971-08-06,478.0
2552,§ 1 Gerichtskommissionstarifgesetz,1971-04-01,455.0
2553,§ 2 Gerichtskommissionstarifgesetz,1971-04-01,241.0
2554,§ 3 Gerichtskommissionstarifgesetz,1971-04-01,1218.0
2555,§ 4 Gerichtskommissionstarifgesetz,1971-04-01,147.0
2556,§ 5 Gerichtskommissionstarifgesetz,1971-04-01,786.0
2557,§ 6 Gerichtskommissionstarifgesetz,1971-04-01,1341.0
2558,§ 7 Gerichtskommissionstarifgesetz,1971-04-01,244.0
2559,§ 8 Gerichtskommissionstarifgesetz,1971-04-01,346.0
2560,§ 9 Gerichtskommissionstarifgesetz,1971-04-01,503.0
2561,§ 10 Gerichtskommissionstarifgesetz,1971-04-01,588.0
2562,§ 11 Gerichtskommissionstarifgesetz,1971-04-01,81.0
2563,§ 12 Gerichtskommissionstarifgesetz,1971-04-01,1015.0
2564,§ 15 Gerichtskommissionstarifgesetz,1971-04-01,151.0
2565,§ 16 Gerichtskommissionstarifgesetz,1971-04-01,261.0
2566,§ 17 Gerichtskommissionstarifgesetz,1971-04-01,570.0
2567,§ 18 Gerichtskommissionstarifgesetz,1971-04-01,312.0
2568,§ 8 11. Staatsvertragsdurchführungsgesetz,1972-03-08,1764.0
2569,Art. 2 11. Staatsvertragsdurchführungsgesetz,1972-03-08,919.0
2570,§ 1 Abgabe auf bestimmte Stärkeerzeugnisse,1972-01-01,1160.0
2571,§ 3 Abgabe auf bestimmte Stärkeerzeugnisse,1972-01-01,1440.0
2572,§ 4 Abgabe auf bestimmte Stärkeerzeugnisse,1972-01-01,1432.0
2573,§ 501 Allgemeines Sozialversicherungsgesetz,1972-01-01,1365.0
2574,§ 503 Allgemeines Sozialversicherungsgesetz,1972-01-01,512.0
2575,§ 531 Allgemeines Sozialversicherungsgesetz,1972-01-01,1719.0
2576,§ 532 Allgemeines Sozialversicherungsgesetz,1972-01-01,1533.0
2577,§ 542 Allgemeines Sozialversicherungsgesetz,1972-01-01,541.0
2578,Art. 2 Allgemeines Sozialversicherungsgesetz,1972-01-01,9016.0
2579,Art. 2 Allgemeines Sozialversicherungsgesetz,1972-01-01,1991.0
2580,§ 1 Amateurfunkstellen,1972-06-01,260.0
2581,§ 2 Amateurfunkstellen,1972-06-01,883.0
2582,§ 5 Amateurfunkstellen,1972-06-01,698.0
2583,§ 6 Amateurfunkstellen,1972-06-01,123.0
2584,§ 8 Amateurfunkstellen,1972-06-01,223.0
2585,§ 10 Amateurfunkstellen,1972-06-01,106.0
2586,§ 13 Amateurfunkstellen,1972-06-01,782.0
2587,§ 14 Amateurfunkstellen,1972-06-01,239.0
2588,§ 15 Amateurfunkstellen,1972-06-01,179.0
2589,§ 17 Amateurfunkstellen,1972-06-01,661.0
2590,§ 18 Amateurfunkstellen,1972-06-01,414.0
2591,§ 19 Amateurfunkstellen,1972-06-01,387.0
2592,§ 20 Amateurfunkstellen,1972-06-01,254.0
2593,§ 21 Amateurfunkstellen,1972-06-01,465.0
2594,§ 22 Amateurfunkstellen,1972-06-01,592.0
2595,§ 23 Amateurfunkstellen,1972-06-01,853.0
2596,§ 24 Amateurfunkstellen,1972-06-01,163.0
2597,§ 26 Amateurfunkstellen,1972-06-01,232.0
2598,§ 10 Arbeitszeitgesetz,1972-01-01,398.0
2599,§ 29 Arbeitszeitgesetz,1972-01-01,858.0
2600,§ 2 Asiatische Entwicklungsbank - Kapitalanteile,1972-06-07,95.0
2601,§ 20 Behörden-Überleitungsgesetz,1972-06-01,446.0
2602,§ 53a Bewertungsgesetz 1955,1972-12-13,219.0
2603,§ 55 Bewertungsgesetz 1955,1972-12-13,331.0
2604,§ 73 Bewertungsgesetz 1955,1972-12-13,779.0
2605,§ 75a Bewertungsgesetz 1955,1972-12-13,67.0
2606,Anl. 1 Bewertungsgesetz 1955,1972-12-13,23401.0
2607,Art. 2 Bewertungsgesetz 1955,1972-12-13,1163.0
2608,Art. 1 § 2 Bezügegesetz,1972-07-01,223.0
2609,Art. 2 § 3 Bezügegesetz,1972-07-01,242.0
2610,Art. 2 § 4 Bezügegesetz,1972-07-01,130.0
2611,Art. 2 § 11 Bezügegesetz,1972-07-01,122.0
2612,Art. 2 § 13 Bezügegesetz,1972-07-01,252.0
2613,Art. 3 § 15 Bezügegesetz,1972-07-01,214.0
2614,Art. 3 § 20 Bezügegesetz,1972-07-01,110.0
2615,Art. 3 § 21 Bezügegesetz,1972-07-01,152.0
2616,Art. 3 § 22 Bezügegesetz,1972-07-01,843.0
2617,Art. 4 § 24 Bezügegesetz,1972-07-01,542.0
2618,Art. 4 § 26 Bezügegesetz,1972-07-01,379.0
2619,Art. 4 § 27 Bezügegesetz,1972-07-01,471.0
2620,Art. 4 § 28 Bezügegesetz,1972-07-01,888.0
2621,Art. 4 § 29 Bezügegesetz,1972-07-01,808.0
2622,Art. 4 § 30 Bezügegesetz,1972-07-01,384.0
2623,Art. 6 § 37 Bezügegesetz,1972-07-01,286.0
2624,Art. 6 § 40 Bezügegesetz,1972-07-01,239.0
2625,Art. 6 § 42 Bezügegesetz,1972-07-01,376.0
2626,Art. 6 § 43 Bezügegesetz,1972-07-01,521.0
2627,Art. 7 § 45 Bezügegesetz,1972-07-01,735.0
2628,Art. 7 § 46 Bezügegesetz,1972-07-01,188.0
2629,Art. 7 § 47 Bezügegesetz,1972-07-01,1205.0
2630,Art. 7 § 48 Bezügegesetz,1972-07-01,1010.0
2631,Art. 9 § 51 Bezügegesetz,1972-07-01,266.0
2632,Anl. 1 Bundesstatistikgesetz 1965,1972-01-01,1663.0
2633,§ 1 Einkommensteuergesetz 1972,1972-12-13,434.0
2634,§ 2 Einkommensteuergesetz 1972,1972-12-13,2254.0
2635,§ 3 Einkommensteuergesetz 1972,1972-12-13,9920.0
2636,§ 4 Einkommensteuergesetz 1972,1972-12-13,6977.0
2637,§ 5 Einkommensteuergesetz 1972,1972-12-13,445.0
2638,§ 6 Einkommensteuergesetz 1972,1972-12-13,6920.0
2639,§ 7 Einkommensteuergesetz 1972,1972-12-13,2660.0
2640,§ 8 Einkommensteuergesetz 1972,1972-12-13,4154.0
2641,§ 9 Einkommensteuergesetz 1972,1972-12-13,2644.0
2642,§ 10 Einkommensteuergesetz 1972,1972-12-13,3064.0
2643,§ 11 Einkommensteuergesetz 1972,1972-12-13,2801.0
2644,§ 12 Einkommensteuergesetz 1972,1972-12-13,3638.0
2645,§ 13 Einkommensteuergesetz 1972,1972-12-13,580.0
2646,§ 14 Einkommensteuergesetz 1972,1972-12-13,2050.0
2647,§ 15 Einkommensteuergesetz 1972,1972-12-13,385.0
2648,§ 16 Einkommensteuergesetz 1972,1972-12-13,10203.0
2649,§ 17 Einkommensteuergesetz 1972,1972-12-13,2317.0
2650,§ 18 Einkommensteuergesetz 1972,1972-12-13,10748.0
2651,§ 19 Einkommensteuergesetz 1972,1972-12-13,685.0
2652,§ 20 Einkommensteuergesetz 1972,1972-12-13,1109.0
2653,§ 21 Einkommensteuergesetz 1972,1972-12-13,2237.0
2654,§ 22 Einkommensteuergesetz 1972,1972-12-13,2127.0
2655,§ 23 Einkommensteuergesetz 1972,1972-12-13,807.0
2656,§ 24 Einkommensteuergesetz 1972,1972-12-13,1748.0
2657,§ 25 Einkommensteuergesetz 1972,1972-12-13,1013.0
2658,§ 26 Einkommensteuergesetz 1972,1972-12-13,6799.0
2659,§ 27 Einkommensteuergesetz 1972,1972-12-13,1500.0
2660,§ 28 Einkommensteuergesetz 1972,1972-12-13,1850.0
2661,§ 29 Einkommensteuergesetz 1972,1972-12-13,1310.0
2662,§ 30 Einkommensteuergesetz 1972,1972-12-13,1620.0
2663,§ 31 Einkommensteuergesetz 1972,1972-12-13,1731.0
2664,§ 32 Einkommensteuergesetz 1972,1972-12-13,935.0
2665,§ 33 Einkommensteuergesetz 1972,1972-12-13,6071.0
2666,§ 34 Einkommensteuergesetz 1972,1972-12-13,3726.0
2667,§ 35 Einkommensteuergesetz 1972,1972-12-13,2389.0
2668,§ 5 Alkoholabgabegesetz 1973,1973-01-01,117.0
2669,§ 6 Alkoholabgabegesetz 1973,1973-01-01,996.0
2670,§ 10 Alkoholabgabegesetz 1973,1973-01-01,707.0
2671,§ 12 Alkoholabgabegesetz 1973,1973-01-01,1082.0
2672,§ 13 Alkoholabgabegesetz 1973,1973-01-01,1031.0
2673,§ 14 Alkoholabgabegesetz 1973,1973-01-01,352.0
2674,§ 16 Alkoholabgabegesetz 1973,1973-01-01,311.0
2675,§ 17 Alkoholabgabegesetz 1973,1973-01-01,621.0
2676,§ 18 Alkoholabgabegesetz 1973,1973-01-01,107.0
2677,Art. 1 § 1 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,427.0
2678,Art. 2 § 62 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,336.0
2679,Art. 2 § 80 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,2076.0
2680,Art. 2 § 81 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,1351.0
2681,Art. 2 § 82 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,735.0
2682,Art. 2 § 83 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,1175.0
2683,Art. 2 § 84 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,1801.0
2684,Art. 2 § 85 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,985.0
2685,Art. 2 § 86 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,260.0
2686,Art. 2 § 89 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,1424.0
2687,Art. 2 § 90 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,2164.0
2688,Art. 2 § 91 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,303.0
2689,Art. 2 § 92 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,164.0
2690,Art. 2 § 93 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,2917.0
2691,Art. 2 § 94 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,796.0
2692,Art. 2 § 95 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,1893.0
2693,Art. 2 § 96 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,551.0
2694,Art. 2 § 97 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,3628.0
2695,Art. 2 § 98 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,712.0
2696,Art. 2 § 99 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,2061.0
2697,Art. 2 § 100 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,1050.0
2698,Art. 2 § 101 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,1068.0
2699,Art. 2 § 102 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,7662.0
2700,Art. 2 § 103 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,2031.0
2701,Art. 2 § 104 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,1628.0
2702,Art. 2 § 105 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,4677.0
2703,Art. 2 § 106 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,3860.0
2704,Art. 3 § 109 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,328.0
2705,Art. 3 § 110 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,808.0
2706,Art. 3 § 111 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,366.0
2707,Art. 3 § 112 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,234.0
2708,Art. 3 § 113 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,214.0
2709,Art. 3 § 114 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,743.0
2710,Art. 3 § 115 Allgemeine Dienstnehmerschutzverordnung,1973-01-01,359.0
2711,§ 21 Allgemeines bürgerliches Gesetzbuch,1973-07-01,724.0
2712,§ 246 Allgemeines bürgerliches Gesetzbuch,1973-07-01,70.0
2713,§ 248 Allgemeines bürgerliches Gesetzbuch,1973-07-01,69.0
2714,§ 252 Allgemeines bürgerliches Gesetzbuch,1973-07-01,70.0
2715,§ 260 Allgemeines bürgerliches Gesetzbuch,1973-07-01,70.0
2716,§ 275 Allgemeines bürgerliches Gesetzbuch,1973-07-01,70.0
2717,§ 310 Allgemeines bürgerliches Gesetzbuch,1973-07-01,353.0
2718,§ 700 Allgemeines bürgerliches Gesetzbuch,1973-07-01,401.0
2719,§ 866 Allgemeines bürgerliches Gesetzbuch,1973-01-01,249.0
